date,day_of_week,location,giai_tam,giai_bay,giai_sau_1,giai_sau_2,giai_sau_3,giai_nam,giai_tu_1,giai_tu_2,giai_tu_3,giai_tu_4,giai_tu_5,giai_tu_6,giai_tu_7,giai_ba_1,giai_ba_2,giai_nhi,giai_nhat,giai_dac_biet
2014-02-08,Thu bay,Đắk Nông,28,965,3997,3036,6584,9317,15426,25998,90798,63385,17741,41284,45099,75406,11454,15815,43832,033637
2014-02-08,Thu bay,Quảng Ngãi,23,046,9488,8128,3784,0226,25340,56446,25169,42905,07346,83279,99791,00481,86528,71494,87257,254344
2014-02-08,Thu bay,Đà Nẵng,96,132,8875,0200,6643,3182,93002,13442,07482,65965,32412,96382,31727,03597,50038,82004,49585,242926
2014-02-09,Chu nhat,Kon Tum,37,482,7669,4261,1471,7347,76809,23585,33773,60006,44157,91537,85934,05927,40096,79512,76178,257148
2014-02-09,Chu nhat,Khánh Hòa,57,438,0026,3180,6054,7842,99907,57891,69080,02695,63580,44352,11145,31911,78101,65647,26437,778850
2014-02-10,Thu hai,Phú Yên,95,899,5851,5684,3284,4765,19883,19996,67696,91347,64806,67403,18250,59185,21719,24796,15820,801275
2014-02-10,Thu hai,Thừa T. Huế,30,396,7265,4095,4804,3693,89442,58438,18009,64964,95651,38932,28617,69257,85904,31648,70214,477692
2014-02-11,Thu ba,Đắk Lắk,69,761,7189,2446,0531,1977,51794,65176,65964,08793,84630,73024,34082,67737,46652,35266,44923,535510
2014-02-11,Thu ba,Quảng Nam,51,935,7172,6337,4268,7726,76521,72413,79583,85344,38888,25852,76788,23816,73235,80538,57070,802628
2014-02-12,Thu tu,Đà Nẵng,63,704,6536,0568,2093,9696,50509,53118,09203,06115,23267,24574,30576,13659,69347,39565,26365,207632
2014-02-12,Thu tu,Khánh Hòa,36,143,9666,3866,3783,0726,32712,00496,30816,29497,08889,29659,28943,65719,75442,43711,33626,260865
2014-02-13,Thu nam,Bình Định,60,896,7432,1089,0877,3069,69449,28903,10704,16930,81106,56824,18250,32611,72956,42172,04498,832387
2014-02-13,Thu nam,Quảng Trị,17,616,4338,9342,1663,6866,03952,13740,73747,43195,25743,28759,70145,59353,17897,15254,39629,430996
2014-02-13,Thu nam,Quảng Bình,84,261,3317,4543,0655,9175,33024,66777,06189,79936,94233,34561,04857,56777,48466,52850,93643,402987
2014-02-14,Thu sau,Gia Lai,94,095,8300,5867,7128,6382,66228,99387,12231,98744,85062,08879,54264,30758,51753,74811,26237,090846
2014-02-14,Thu sau,Ninh Thuận,31,664,9893,9861,3610,7332,73654,07954,64690,03769,55966,36627,83580,83779,24267,75106,79883,657966
2014-02-15,Thu bay,Đắk Nông,59,410,7380,0646,8155,9422,66828,18187,20464,06506,94505,99539,70800,28153,57505,81678,97299,223142
2014-02-15,Thu bay,Quảng Ngãi,53,681,0799,2132,8738,2935,02592,00923,26352,03179,00759,46939,76440,21115,20393,96632,49664,147252
2014-02-15,Thu bay,Đà Nẵng,05,201,6673,0987,9040,1471,40364,75291,57629,84474,09131,15891,15789,50653,41097,98140,71475,872448
2014-02-16,Chu nhat,Khánh Hòa,96,455,3606,6683,0775,4104,55326,67032,67556,63240,80177,74785,19242,27712,52738,06082,19687,772077
2014-02-16,Chu nhat,Kon Tum,22,568,2354,3910,2700,2623,93710,97696,62358,78444,99861,09754,94430,42009,73347,27719,56720,717322
2014-02-17,Thu hai,Thừa T. Huế,89,500,2559,3381,1634,8379,71306,29623,88881,15245,30735,13419,59802,93390,46767,27189,94399,043151
2014-02-17,Thu hai,Phú Yên,47,109,1400,2300,1215,7797,93938,73783,21256,79417,06824,78607,41757,57919,81140,69277,62000,422052
2014-02-19,Thu tu,Đà Nẵng,19,023,1825,6712,9570,8681,34955,46276,56051,53358,42367,85216,36105,74138,08180,87828,97668,480434
2014-02-19,Thu tu,Khánh Hòa,61,304,0519,6530,6937,0631,69818,66688,08147,86349,03039,59498,80883,26592,71539,51013,26712,118916
2014-02-20,Thu nam,Bình Định,12,598,6683,4670,5953,5628,30121,31983,73734,08408,46564,12051,11909,22451,06758,85440,90086,057898
2014-02-20,Thu nam,Quảng Trị,14,969,5524,4672,7994,3882,00529,62468,64739,44698,47163,04436,10378,03338,61817,57934,13466,871905
2014-02-20,Thu nam,Quảng Bình,48,663,3574,8258,2606,0685,35173,30236,39170,30938,82208,98061,38801,54072,91552,77288,22050,272662
2014-02-22,Thu bay,Đà Nẵng,58,306,4591,6436,4370,4663,80836,92094,10679,57807,62469,40547,54251,85780,22929,61199,23799,743828
2014-02-22,Thu bay,Quảng Ngãi,53,418,1038,9280,1729,8689,35885,02377,49654,16120,59266,31402,80716,76711,64493,58094,20250,941401
2014-02-22,Thu bay,Đắk Nông,32,474,8031,1597,9910,0411,29888,42226,01588,65912,48187,00986,42592,48227,14246,97531,20375,240018
2014-02-23,Chu nhat,Khánh Hòa,11,896,7850,9424,6617,6972,33575,91795,35881,18668,17299,68347,89467,34846,30687,96833,31695,975479
2014-02-23,Chu nhat,Kon Tum,12,701,1089,0378,2065,4065,57785,67866,26860,57766,96869,90041,00794,54465,29789,23212,14304,262686
2014-02-24,Thu hai,Thừa T. Huế,00,805,7772,4755,8299,2844,96892,32589,39473,83199,40442,36904,70104,31480,36089,41543,25112,975666
2014-02-24,Thu hai,Phú Yên,11,615,9492,3991,4730,9144,59594,12589,07072,62892,93968,15374,70897,93497,89188,42766,82032,422187
2014-02-25,Thu ba,Đắk Lắk,73,773,0680,8607,7085,9722,70737,35431,27633,36132,73128,29002,81333,74096,52838,95585,70174,442269
2014-02-25,Thu ba,Quảng Nam,52,287,4658,8246,9849,1609,55504,24924,57011,32634,05728,78377,64410,25574,40614,37209,87130,132498
2014-02-26,Thu tu,Đà Nẵng,24,516,7391,5207,4011,1697,67019,81092,29309,12183,56739,00914,72801,97472,46822,16538,76184,432590
2014-02-26,Thu tu,Khánh Hòa,92,963,3712,0264,3723,8332,04380,54675,08292,16521,92011,67246,45223,47044,70507,85872,72331,298282
2014-02-27,Thu nam,Bình Định,72,382,7802,5848,4359,8736,69626,89547,37300,21938,06581,41402,63586,04124,79663,21138,58953,080111
2014-02-27,Thu nam,Quảng Trị,77,876,5172,2894,7833,7316,69323,62342,30540,49854,07584,21720,91087,61115,31054,69265,71580,192207
2014-02-27,Thu nam,Quảng Bình,91,052,7995,3175,2541,3774,64302,73520,81726,03739,43354,03000,71639,91193,26104,54646,45241,537014
2014-02-28,Thu sau,Gia Lai,42,936,6914,0380,2277,7572,07508,37228,36097,98567,61318,23896,33026,22611,63322,92156,74836,896432
2014-02-28,Thu sau,Ninh Thuận,72,037,4575,6608,1181,3830,50581,20130,51251,42555,00627,15767,66182,21413,79343,56096,18066,956365
2014-03-01,Thu bay,Quảng Ngãi,19,678,4139,6747,2054,0771,66098,91414,16480,73088,01071,42504,04504,98775,88696,87351,73119,201965
2014-03-01,Thu bay,Đắk Nông,34,269,3285,4629,5201,3448,29184,57622,99822,83278,35883,29153,99083,83814,03376,04809,09671,743153
2014-03-01,Thu bay,Đà Nẵng,92,793,9034,2101,9879,3385,00102,90677,12268,40571,28691,04624,22660,38421,10941,98372,16477,613414
2014-03-02,Chu nhat,Khánh Hòa,37,076,1917,5275,0253,4463,07715,70065,48440,43749,98295,98879,33715,52088,38726,75471,53433,303693
2014-03-02,Chu nhat,Kon Tum,87,060,5605,2252,1006,4159,76709,32656,55808,64438,59974,76759,60655,94985,30733,26768,07460,292019
2014-03-03,Thu hai,Phú Yên,74,454,2894,0208,6422,4403,20165,37371,09725,60507,27339,08473,38898,00506,85928,36792,34583,233767
2014-03-03,Thu hai,Thừa T. Huế,51,424,8112,1097,7678,1026,91990,78997,16083,19659,58931,02881,19450,36709,14259,79539,13126,467014
2014-03-04,Thu ba,Đắk Lắk,05,155,4800,5030,3262,6449,65590,04011,06668,12872,32210,38227,28376,41222,56012,84741,31287,405699
2014-03-04,Thu ba,Quảng Nam,82,755,5109,6425,7371,3820,55339,85172,57535,64200,70265,19125,74316,38092,42130,73490,06401,108440
2014-03-05,Thu tu,Đà Nẵng,84,889,3684,1617,5527,8409,98021,76633,31036,14042,08639,25295,54036,61788,05372,67703,56969,399783
2014-03-05,Thu tu,Khánh Hòa,70,049,3403,5168,1638,7056,44634,00413,58018,04442,77955,48917,72115,57950,47612,39403,22536,544617
2014-03-06,Thu nam,Bình Định,92,365,6413,9775,5954,5096,94463,41699,24134,84676,47247,91168,72504,61533,33084,83360,68709,242815
2014-03-06,Thu nam,Quảng Trị,13,289,2626,1483,3976,9616,07357,61458,76485,05648,90222,69079,88526,15449,13194,14550,39989,276339
2014-03-06,Thu nam,Quảng Bình,91,847,0893,5913,8149,2519,93539,34688,17021,72715,33772,11612,10151,20134,48335,83516,47234,843894
2014-03-07,Thu sau,Gia Lai,95,452,3759,1214,1098,9615,29475,77590,99595,88548,76399,52044,50733,67116,66401,59167,77015,257512
2014-03-07,Thu sau,Ninh Thuận,58,224,3008,0499,9292,8517,99833,26235,33961,93625,03526,43103,20069,50882,85860,32936,82845,598957
2014-03-08,Thu bay,Đà Nẵng,17,302,6239,4825,9887,5699,66799,75047,06988,94156,98937,14638,53092,11392,02471,84508,66864,583413
2014-03-08,Thu bay,Quảng Ngãi,86,658,5422,5743,6395,8969,41247,43495,52319,60248,69518,67819,35883,61844,91024,52861,78083,543567
2014-03-08,Thu bay,Đắk Nông,41,228,8868,3732,4165,5447,71339,96918,66779,49427,72438,58711,66406,36084,72965,68944,58134,050866
2014-03-09,Chu nhat,Khánh Hòa,40,571,4728,8660,7828,1676,24594,09107,68433,68939,92708,02970,12397,47802,46326,19802,33253,779875
2014-03-09,Chu nhat,Kon Tum,46,663,4683,3299,0499,3248,44585,81832,20817,61894,71178,51560,29150,70800,67997,09794,71418,659052
2014-03-10,Thu hai,Thừa T. Huế,30,907,4503,4617,8200,5475,35907,56013,63140,48728,00184,65833,48546,23956,25827,13378,96270,236042
2014-03-10,Thu hai,Phú Yên,49,012,3651,4171,4391,2213,05611,58605,59276,94304,90333,59492,00834,14366,49379,20997,82906,412100
2014-03-11,Thu ba,Quảng Nam,45,544,9908,1720,6896,2050,52196,17653,26381,89752,97906,78114,90837,20270,40268,79108,29019,974554
2014-03-11,Thu ba,Đắk Lắk,96,083,5413,6476,6367,9799,78013,87325,16674,36331,62214,83809,60869,69951,63361,50590,42520,512833
2014-03-12,Thu tu,Đà Nẵng,80,083,3708,8863,1089,3500,99580,49177,67296,80410,56128,56941,04795,99754,28326,17436,12179,573319
2014-03-12,Thu tu,Khánh Hòa,70,566,0740,8106,5008,9926,93144,76594,81603,62319,43708,16796,70698,06667,70415,90549,14624,759798
2014-03-13,Thu nam,Quảng Bình,91,339,6815,0187,9868,7018,96606,31150,36724,23406,09728,96817,25427,20855,16817,03238,11765,760321
2014-03-13,Thu nam,Bình Định,86,047,5415,4665,2156,7438,12180,57617,97679,08444,58784,20616,70880,78431,15045,57734,47206,564554
2014-03-13,Thu nam,Quảng Trị,33,986,9543,6781,5759,1913,80704,03274,71582,30688,96017,92943,41358,29644,96207,11496,86913,129839
2014-03-14,Thu sau,Gia Lai,51,130,0124,4560,0600,5433,51855,10266,60751,51367,33605,10716,32301,18376,11251,90586,26517,618468
2014-03-14,Thu sau,Ninh Thuận,23,618,6594,2882,3103,1558,67685,33459,13212,77006,35361,95809,99035,05486,98166,45205,42153,036495
2014-03-15,Thu bay,Đắk Nông,84,200,0607,2393,3125,6168,65621,05254,19146,67165,16512,17364,61443,43183,63490,74106,14265,247948
2014-03-15,Thu bay,Quảng Ngãi,59,270,1129,4198,5229,6397,96633,10243,34636,68191,41006,43115,12498,89113,98040,22218,97195,480407
2014-03-15,Thu bay,Đà Nẵng,39,518,7561,4770,7513,3729,72484,00048,06400,87693,74725,36441,26952,32919,61964,16989,85112,487631
2014-03-18,Thu ba,Đắk Lắk,40,047,2443,4964,0264,3385,05680,21099,24002,83930,65782,87312,97095,25513,62892,37737,43776,682509
2014-03-18,Thu ba,Quảng Nam,40,603,0559,3972,6105,2400,10738,67035,67151,72827,41536,96748,94940,50220,13629,97441,25774,494509
2014-03-19,Thu tu,Đà Nẵng,13,766,0313,5217,6994,7628,66718,84592,48703,91926,26561,34814,56068,99836,09342,26035,58567,941988
2014-03-19,Thu tu,Khánh Hòa,48,678,7797,5838,3746,8022,44980,43461,98143,62086,65018,67526,89326,35843,94002,21617,25396,700023
2014-03-20,Thu nam,Bình Định,45,139,2166,2448,4924,8846,11492,91586,67242,47419,06601,51647,52105,33884,21125,07964,44417,101086
2014-03-20,Thu nam,Quảng Trị,39,995,5115,3045,3223,0145,68236,03522,02392,02853,94112,37127,65680,48893,35023,49685,06267,905487
2014-03-20,Thu nam,Quảng Bình,65,059,4419,6614,3617,0387,14712,40660,43122,50659,26427,69069,94411,72045,06273,73237,02106,935806
2014-03-21,Thu sau,Gia Lai,92,480,5005,9264,3864,5769,58930,36294,84918,24651,97605,25524,69633,92586,98442,46140,67774,337793
2014-03-21,Thu sau,Ninh Thuận,71,038,7029,3558,7260,9826,56091,40026,30655,18435,60915,98522,31775,85003,77840,46549,17574,161591
2014-03-22,Thu bay,Quảng Ngãi,06,333,3676,1016,4585,0833,78109,90187,74156,72948,03481,18829,50232,59726,16892,91750,38129,322113
2014-03-22,Thu bay,Đắk Nông,23,427,9476,9090,5350,4288,25253,09237,98678,24873,82617,08931,78183,64831,88228,67989,94606,289628
2014-03-22,Thu bay,Đà Nẵng,72,657,8513,2012,5375,3887,93944,58225,09253,11578,58037,18723,54709,50425,80836,23577,28583,935390
2014-03-23,Chu nhat,Kon Tum,34,544,5456,8589,0596,1084,91748,22318,22077,30486,22753,47347,62433,74474,61620,41040,57583,862457
2014-03-23,Chu nhat,Khánh Hòa,42,992,4067,4193,1898,4356,70395,80933,11492,20995,04190,05253,00553,62489,45384,56476,63705,329435
2014-03-24,Thu hai,Thừa T. Huế,34,966,0781,5338,0823,5735,22165,74945,51994,29151,47062,04770,56209,31168,58710,23095,14225,560488
2014-03-24,Thu hai,Phú Yên,98,883,4309,5748,1607,9996,86271,09899,88696,80119,01145,54808,09285,23092,22247,86701,92916,683173
2014-03-26,Thu tu,Đà Nẵng,78,462,5605,2701,0771,1448,37340,75448,62503,79259,37190,71569,23332,24292,91455,07710,66076,309454
2014-03-26,Thu tu,Khánh Hòa,87,100,2599,9106,4924,2379,00561,53955,54468,79020,53971,94304,76343,70606,85354,20215,19753,832996
2014-03-27,Thu nam,Bình Định,21,871,4555,1601,5019,4249,65689,73824,81863,66740,99413,76196,81799,32777,78156,37744,80192,082786
2014-03-27,Thu nam,Quảng Trị,69,589,7021,1932,6869,4922,14902,20356,82241,23782,58135,65319,05702,66095,30608,43199,00951,086304
2014-03-27,Thu nam,Quảng Bình,42,900,7747,3339,8931,0045,54549,82924,03120,08140,38779,27344,38580,59560,58774,89872,37225,491525
2014-03-28,Thu sau,Gia Lai,81,322,7861,6609,7359,5708,00316,12963,09119,28598,55621,71696,46443,95434,69663,98060,40147,694816
2014-03-28,Thu sau,Ninh Thuận,49,244,6097,4611,6846,1579,11077,10192,13178,42136,90221,52956,42622,10794,25749,22884,37919,515761
2014-03-29,Thu bay,Đắk Nông,76,653,8119,9432,9063,3629,01586,56351,25568,90629,14596,93596,38110,97498,28977,00116,13311,193707
2014-03-29,Thu bay,Đà Nẵng,93,599,1699,4609,8769,1535,38164,65249,28403,77815,39288,33191,31702,44705,78086,04134,88328,689842
2014-03-29,Thu bay,Quảng Ngãi,82,862,0747,6113,4256,1895,92251,16152,34895,97706,80702,06487,91931,81936,88928,08954,59791,723178
2014-03-30,Chu nhat,Khánh Hòa,37,272,4190,0181,6920,5462,11374,96270,08208,62972,40327,28471,18980,53355,98824,78680,57716,091146
2014-03-30,Chu nhat,Kon Tum,52,473,5024,4792,7639,7330,98493,16695,56236,73838,22370,50386,68106,23192,09836,99692,96279,328812
2014-03-31,Thu hai,Thừa T. Huế,55,107,0329,7129,8162,2824,53279,52949,45997,57293,22586,01732,07916,81628,61775,98796,98939,943373
2014-03-31,Thu hai,Phú Yên,21,731,1007,8558,5985,8140,50390,90412,07605,82968,60537,23475,87758,66096,45847,95010,24394,619960
2014-04-01,Thu ba,Quảng Nam,47,141,4154,9268,7697,3833,43070,71030,91067,43384,81999,42283,79976,55589,87745,68649,70967,900356
2014-04-01,Thu ba,Đắk Lắk,41,527,2185,9808,5628,5304,70535,31919,59089,83883,57137,86550,19142,09169,46997,57718,19400,561917
2014-04-02,Thu tu,Đà Nẵng,41,222,6802,1258,0802,1403,61519,16974,31059,36202,78244,96827,72816,77427,53921,51209,62459,967682
2014-04-02,Thu tu,Khánh Hòa,58,265,1745,9995,1567,4021,80939,64770,97574,97495,85345,92297,08383,91693,53317,92875,04285,773247
2014-04-03,Thu nam,Bình Định,32,865,1993,4012,9019,6538,60902,47601,24017,25776,04340,83833,88452,72121,06811,90935,57151,219017
2014-04-03,Thu nam,Quảng Trị,46,319,6855,8994,7647,6895,92745,59401,19013,39833,71560,77287,20845,66286,85895,12190,11312,454152
2014-04-03,Thu nam,Quảng Bình,42,229,1282,5661,1040,1897,93241,49823,25709,51575,54415,71275,91205,83654,23373,50470,12283,619366
2014-04-04,Thu sau,Ninh Thuận,97,045,1672,7251,5095,2962,81105,71008,27226,42933,41901,04596,43828,95781,90244,47435,03068,847515
2014-04-04,Thu sau,Gia Lai,88,893,9783,5877,2041,6981,45709,19688,05425,39808,38495,20859,93530,29528,33195,14066,09850,977542
2014-04-05,Thu bay,Đắk Nông,02,885,1411,8493,9197,3689,69539,07334,62654,58948,42320,75722,51237,54738,16769,41498,46318,851970
2014-04-05,Thu bay,Quảng Ngãi,40,621,2952,9655,8300,5464,22449,24360,46753,54236,07049,12520,27641,34570,63715,75588,84750,108263
2014-04-05,Thu bay,Đà Nẵng,09,496,7067,1294,6404,3503,88951,71796,03927,46362,70489,42591,90688,54761,59554,26231,63760,105837
2014-04-06,Chu nhat,Kon Tum,29,506,0541,6671,3963,0847,32928,79803,99767,52899,59804,49585,55093,69806,96948,45802,57169,421746
2014-04-06,Chu nhat,Khánh Hòa,24,738,9841,7920,3780,3440,51792,61753,26199,41815,69612,68337,53124,01306,30588,76992,50240,593774
2014-04-07,Thu hai,Thừa T. Huế,29,353,3168,6536,2553,0838,74031,97714,93074,61359,06426,25637,43515,39650,41194,01373,77905,652735
2014-04-07,Thu hai,Phú Yên,19,954,0998,0463,1049,3541,72253,27057,78951,59194,51342,78134,24015,51421,48804,28138,43822,965007
2014-04-08,Thu ba,Đắk Lắk,31,819,4827,9718,0823,2838,73615,64582,66254,24885,86407,69545,79777,48607,88497,33179,42628,319680
2014-04-08,Thu ba,Quảng Nam,48,618,5455,7199,6439,7203,42536,97494,08956,52185,89611,38519,46648,34785,77704,38660,61670,098575
2014-04-09,Thu tu,Đà Nẵng,00,882,8930,5828,4276,6943,58188,54445,53573,55990,54889,90342,01136,11316,00821,97223,30428,884360
2014-04-09,Thu tu,Khánh Hòa,28,010,4212,1792,6715,0535,71213,90557,79558,81742,42533,75499,69944,15593,62808,39480,08017,189383
2014-04-10,Thu nam,Bình Định,38,012,8939,5256,2475,6555,83404,14218,76066,66317,38397,97861,59531,82813,70287,75436,20048,512423
2014-04-10,Thu nam,Quảng Trị,67,524,4090,0037,6629,2841,72258,40693,26381,99401,05501,44324,64633,45255,66597,73558,48150,575516
2014-04-10,Thu nam,Quảng Bình,17,982,6554,8103,5116,3379,29122,03123,40870,99776,91533,32205,41299,03042,67564,24917,96307,326309
2014-04-11,Thu sau,Ninh Thuận,38,596,2182,9066,7250,3848,33443,76772,27978,58721,03530,37365,06550,25102,20387,78054,97301,394394
2014-04-11,Thu sau,Gia Lai,54,092,5077,3750,3825,7662,43667,42052,26784,90141,94256,95872,16330,14299,60437,13154,14037,926478
2014-04-12,Thu bay,Đắk Nông,10,178,1045,7683,9064,6064,99923,49795,04432,36185,51460,59654,54284,50661,05796,54988,09041,365464
2014-04-12,Thu bay,Đà Nẵng,73,230,6392,2006,8928,2312,56092,31892,05661,61507,91633,41320,73207,31437,35063,70940,33794,620650
2014-04-12,Thu bay,Quảng Ngãi,18,129,5508,6027,0363,3436,83672,05175,07371,21487,08746,20281,42771,64182,08523,54109,56175,996776
2014-04-13,Chu nhat,Kon Tum,23,192,1222,3608,7340,2514,07677,11661,16317,65082,81768,58706,38779,96934,94456,86842,07910,845191
2014-04-13,Chu nhat,Khánh Hòa,67,922,6073,7886,9199,4535,15275,69543,71915,42002,37720,96241,71798,06639,76664,48386,79300,959638
2014-04-14,Thu hai,Thừa T. Huế,63,806,8614,6905,1258,8169,18847,87170,62865,61073,05263,15847,09101,63910,59448,16484,40645,383185
2014-04-14,Thu hai,Phú Yên,59,240,6190,9685,9961,9576,13051,14642,20973,22430,69196,90548,40771,83312,75120,31648,74337,687264
2014-04-15,Thu ba,Đắk Lắk,16,821,8332,6118,6603,7254,21972,49474,53267,15586,28269,71414,56824,36529,10018,26836,18861,923398
2014-04-15,Thu ba,Quảng Nam,96,011,1815,1738,7804,7007,07166,59288,26697,54608,20861,48478,24023,79135,46772,20774,82425,768577
2014-04-16,Thu tu,Đà Nẵng,04,825,7025,1198,9909,3975,16737,78299,34862,44203,10003,29321,18052,11017,71853,94133,39858,514173
2014-04-16,Thu tu,Khánh Hòa,44,995,2645,8184,9900,8169,07634,66013,12237,72210,92942,79556,03676,27500,67307,16029,22779,127205
2014-04-17,Thu nam,Bình Định,57,260,5260,2329,1438,2034,48019,78745,24816,64213,64355,73811,71488,66671,76776,40971,97738,401127
2014-04-17,Thu nam,Quảng Trị,22,568,1837,7215,7268,1794,59127,92383,23330,96187,52971,55786,76207,99759,34672,51083,58293,506763
2014-04-17,Thu nam,Quảng Bình,51,782,9248,1075,2183,4769,46046,51945,30756,18054,52778,34297,36346,84446,46295,57866,82829,057897
2014-04-19,Thu bay,Đắk Nông,20,301,4954,3492,2153,5564,14134,32892,52918,70822,08433,03284,46656,71969,80500,41381,79149,970358
2014-04-19,Thu bay,Quảng Ngãi,24,190,3570,4986,7012,3382,05038,20444,75835,92542,74548,60892,30435,52108,04444,65123,03142,238413
2014-04-19,Thu bay,Đà Nẵng,31,703,8358,6240,6448,0647,94228,86835,65127,73764,10459,11154,57793,32067,83200,17774,47775,201445
2014-04-20,Chu nhat,Khánh Hòa,76,080,8556,9731,4974,5585,53803,46306,19396,49404,39414,65451,31614,34819,36110,86406,64719,577595
2014-04-20,Chu nhat,Kon Tum,89,228,8451,6035,5021,5531,20891,37240,19604,13999,43624,89482,85494,89355,63677,32145,34196,768706
2014-04-21,Thu hai,Thừa T. Huế,58,802,5193,2981,3050,9680,12740,47906,31087,08134,55009,66904,18133,24079,83788,34434,50536,446113
2014-04-21,Thu hai,Phú Yên,41,861,6437,4476,7362,5581,72329,80300,94100,88272,89296,47816,72083,33605,36491,45232,24619,814814
2014-04-22,Thu ba,Đắk Lắk,30,837,9692,4292,4090,1423,17608,13841,07403,68219,89418,51140,64220,75062,18345,56593,77398,197555
2014-04-22,Thu ba,Quảng Nam,72,038,1709,9762,9960,8097,12607,46623,12269,73569,87541,78633,46183,26462,20404,68024,91260,717793
2014-04-23,Thu tu,Đà Nẵng,43,795,9261,6628,5736,3977,62406,88854,13343,39229,50746,71175,42570,12522,16215,06299,18024,159074
2014-04-23,Thu tu,Khánh Hòa,51,940,7364,7849,9217,9788,26930,19732,65562,79127,83915,84870,48959,21424,79226,55541,83913,643706
2014-04-24,Thu nam,Quảng Bình,34,951,9787,8201,9842,8495,29871,17228,37788,58089,29033,13398,63285,07345,26139,70134,75813,130624
2014-04-24,Thu nam,Quảng Trị,63,292,1982,9089,4149,7641,25862,17025,07204,33226,17331,38558,39004,71413,84754,18030,99088,258305
2014-04-24,Thu nam,Bình Định,30,052,8111,5015,9568,2892,53705,94693,52749,63243,57570,10417,79712,73920,53138,90382,47322,088212
2014-04-25,Thu sau,Gia Lai,31,523,3297,4526,5889,0077,93104,18017,57348,33996,20828,54937,54808,41715,34495,28159,46317,154877
2014-04-25,Thu sau,Ninh Thuận,73,538,8263,8165,8654,7866,80846,77312,93709,93778,19921,26439,15627,40051,65972,32679,09436,719808
2014-04-26,Thu bay,Đắk Nông,38,073,1841,0618,2092,5504,35258,95801,56555,53843,45729,82127,38125,32147,25822,40720,60122,564243
2014-04-26,Thu bay,Đà Nẵng,26,716,6055,0471,0453,0987,78275,63120,49611,92044,99940,50751,95403,57212,73303,73828,60574,150924
2014-04-26,Thu bay,Quảng Ngãi,88,895,3216,3651,1792,5714,56751,91697,37300,97548,98785,69276,07851,38441,56717,41084,61155,241436
2014-04-27,Chu nhat,Kon Tum,42,533,2070,7795,2457,5423,38326,92719,14376,64600,20622,14465,72092,18386,56126,48880,65069,825073
2014-04-27,Chu nhat,Khánh Hòa,26,226,2611,0423,8991,0750,94288,24286,00702,42684,41920,34403,82699,83520,22416,12519,79618,797063
2014-04-28,Thu hai,Thừa T. Huế,97,863,6832,1233,4164,0049,11373,21029,72903,92778,17292,34601,02095,86512,78212,21416,97955,598797
2014-04-28,Thu hai,Phú Yên,92,259,7301,4313,2894,4533,33767,59456,14447,12105,24121,97496,95868,95237,51707,20803,16608,368303
2014-04-29,Thu ba,Đắk Lắk,09,524,5209,7404,2721,4510,66053,52702,35511,72839,61962,02753,85412,05344,85779,14031,23832,979282
2014-04-29,Thu ba,Quảng Nam,22,575,4625,5949,4688,5101,77423,02390,00833,08319,12013,01085,28593,54698,50613,65481,76051,885534
2014-04-30,Thu tu,Đà Nẵng,03,632,0249,9601,7039,3518,17244,39076,43089,93564,86102,66321,81805,81359,41358,82728,23006,697657
2014-04-30,Thu tu,Khánh Hòa,67,941,6608,9378,9038,8391,98342,30843,13318,50298,29516,60484,96926,37769,61535,73667,29569,249254
2014-05-01,Thu nam,Bình Định,75,108,6106,6690,6283,1388,33339,43776,18369,10153,36936,28453,30999,67652,20659,78075,44879,598746
2014-05-01,Thu nam,Quảng Trị,78,351,4863,5916,1023,7750,76453,16166,74788,69381,15768,80015,09442,51337,84999,01004,23516,330924
2014-05-01,Thu nam,Quảng Bình,91,370,1349,0353,7180,9784,86377,22614,00672,05712,07717,70077,71245,51755,11864,25793,29561,350280
2014-05-02,Thu sau,Gia Lai,48,673,4501,1906,4539,7742,86492,87804,99054,10287,31801,74859,12198,72239,55780,77994,21481,544778
2014-05-02,Thu sau,Ninh Thuận,63,835,9816,3105,3665,0260,73356,18088,91471,93662,92606,10515,06233,14882,56651,77659,21123,674420
2014-05-04,Chu nhat,Kon Tum,65,368,6727,8263,8666,7345,14314,65411,51194,42006,91766,93247,80699,06940,35213,71903,31676,188708
2014-05-04,Chu nhat,Khánh Hòa,70,118,7892,0493,4407,4056,55730,17798,46749,60268,37076,64793,19734,78288,27972,44832,94419,439365
2014-05-05,Thu hai,Phú Yên,96,946,3113,5925,6825,2813,48710,23092,06671,21636,98714,16615,68820,39741,12003,51034,69515,575564
2014-05-05,Thu hai,Thừa T. Huế,62,641,1847,2308,7304,2934,69461,85421,10612,11064,17187,77302,63987,71243,67028,99507,59700,342596
2014-05-06,Thu ba,Quảng Nam,17,539,7662,9348,5271,5814,16673,74281,59905,28509,15398,43122,17935,81230,80240,82041,62940,394025
2014-05-06,Thu ba,Đắk Lắk,78,202,6443,2279,5298,2193,91675,30931,55202,03450,63124,86035,95070,35618,60948,44899,45198,334294
2014-05-07,Thu tu,Đà Nẵng,53,053,9916,7913,9498,9785,72309,27600,28386,32613,78019,42233,69184,95619,37283,25645,13158,158137
2014-05-07,Thu tu,Khánh Hòa,53,446,5804,5773,4180,2633,34409,60936,88862,99361,01091,16630,60220,31997,13319,11396,62762,152928
